,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
18,PM6347407,0453_0052,Wah Luck House,2017,Data Under Review by DOEE,800 6TH ST NW,WASHINGTON CHINATOWN DEVELOPMENT COMPANY,2.0,WASHINGTON,DC,20001.0,1982,Multifamily Housing,Multifamily Housing,149161.0,143614.0,100,24.4,25.5,43.1,46.2,255.3,1.8,10958.2,420679.9,20687.99981,38.90023619,-77.02019168
19,PM3639767,2059_0007,FG,2017,Data Under Review by DOEE,3900 CONNECTICUT AVE NW,TILDEN GARDENS INC,3.0,WASHINGTON,DC,20008.0,1928,Multifamily Housing,Multifamily Housing,84804.0,76634.0,100,19.1,18.8,43.9,43.1,128.4,1.7,1572.4,256933.0,5857.9851850000005,38.9398413,-77.06147579
20,PM5831704,2672_0889,Highland Park II,2017,Data Under Review by DOEE,1444  IRVING ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1.0,WASHINGTON,DC,20010.0,2012,Multifamily Housing,Multifamily Housing,268299.0,148440.0,100,21.5,23.1,44.9,46.3,261.0,1.8,6072.8,465708.2,15950.564769999999,38.92853301,-77.03441088
21,PM4441622,6271_0027,Vista at Wingate,2017,Data Under Review by DOEE,4660 MARTIN LUTHER KING JR AVE SW,WINGATE PROPERTIES LLC,8.0,WASHINGTON,DC,20032.0,1966,Multifamily Housing,Multifamily Housing,426944.0,426944.0,100,17.0,17.3,45.6,46.1,712.8,1.7,9233.1,1659356.4,15961.67435,38.82248779,-77.01028797
23,PM4178742,5422_0017,Fort Dupont,2017,Data Under Review by DOEE,155 RIDGE RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20019.0,1940,Multifamily Housing,Multifamily Housing,,231517.0,99,27.2,28.7,49.0,50.4,465.3,2.0,6591.8,662145.9,40415.99973,38.8860347,-76.94971264
24,PM4380823,3560_0001,Rhode Island Gardens,2017,Data Under Review by DOEE,230 RHODE ISLAND AVE NE,RHODE ISLAND GARDENS LLC,5.0,WASHINGTON,DC,20002.0,1931,Multifamily Housing,Multifamily Housing,73304.0,77160.0,100,18.9,18.9,51.8,51.8,145.6,1.9,632.3,346015.2,2746.798401,38.91952541,-77.00247333
26,PM3986543,0156_0034,Cavanaugh Court,2017,In Compliance,1526 17TH ST NW,CAVANAUGH COURT OWNERS,2.0,WASHINGTON,DC,20036.0,1916,Multifamily Housing,Multifamily Housing,53765.0,50000.0,100,40.4,40.6,53.3,53.9,122.3,2.4,1469.0,76205.0,17589.35498,38.91063381,-77.03875939
27,PM5929962,0067_0830,The State House,2017,Data Under Review by DOEE,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,2.0,WASHINGTON,DC,20008.0,1951,Multifamily Housing,Multifamily Housing,244904.0,244904.0,100,20.4,20.2,53.8,53.3,484.0,2.0,11505.6,1329799.8,4588.300154,38.91073933,-77.04834451
28,PM3500299,2586_0813,Ontario Owners Inc.,2017,Data Under Review by DOEE,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1.0,WASHINGTON,DC,20009.0,1905,Multifamily Housing,Multifamily Housing,198381.0,198381.0,99,38.4,38.3,54.1,53.8,480.4,2.4,4086.7,382761.0,63176.68863,38.92594557,-77.04207417
29,PM4450854,2537_0300,2101 Connecticut Ave Coop,2017,In Compliance,2101 CONNECTICUT AVE NW,2101 CONNECTICUT AVENUE,1.0,WASHINGTON,DC,20008.0,1928,Multifamily Housing,Multifamily Housing,236646.0,236646.0,100,36.3,39.3,54.1,57.1,561.0,2.4,3511.0,533249.9,67625.53055,38.91837919,-77.04706904
30,PM4371703,2868_0820,Clifton Terrace L P,2017,Data Under Review by DOEE,1312 - 1350 CLIFTON ST NW,CLIFTON TERRACE L P,1.0,WASHINGTON,DC,20009.0,1916,Multifamily Housing,Multifamily Housing,111224.0,111224.0,100,17.3,18.4,54.2,57.6,213.1,1.9,9260.5,563122.9,,38.92211165,-77.03081845
31,PM4376538,2537_0153,Mendota Apartments,2017,In Compliance,2220 20TH ST NW,MENDOTA APARTMENTS INC,1.0,WASHINGTON,DC,20009.0,1908,Multifamily Housing,Multifamily Housing,87737.0,87737.0,100,39.0,44.1,55.0,60.4,215.7,2.5,1266.8,173430.0,28260.41413,38.91881777,-77.04625257
33,PM3884259,2535_0039,"Schuyler Arms, A Condominium",2017,Data Under Review by DOEE,1930 COLUMBIA RD NW,DAVID HORNSTEIN,1.0,WASHINGTON,DC,20009.0,1951,Multifamily Housing,Multifamily Housing,127257.0,127257.0,100,35.0,37.7,56.2,58.6,304.8,2.4,2291.3,347573.2,32622.91353,38.9181339,-77.04499858
34,PM4008449,PAR00880360,1418-1424 Somerset Pl NW,2017,Data Under Review by DOEE,1418 - 1424 SOMERSET PL NW,WILLIS LP,4.0,WASHINGTON,DC,20011.0,1940,Multifamily Housing,Multifamily Housing,50048.0,50048.0,100,41.1,44.9,57.0,60.6,128.4,2.6,2086.7,96744.2,17279.27789,38.96665591,-77.03431402
35,PM4218479,0179_0812,Barclay II,2017,Data Under Review by DOEE,1616 16TH ST NW,VAN MATRE BARCLAY APARTMENTS LLC,2.0,WASHINGTON,DC,20009.0,1924,Multifamily Housing,Multifamily Housing,53532.0,53532.0,100,18.6,18.2,57.0,55.6,108.5,2.0,2286.4,281271.8,379.93151489999997,38.911736299999994,-77.03695450000001
36,PM3639738,2059_0006,Tilden Gardens,2017,Data Under Review by DOEE,3930 CONNECTICUT AV NW,TILDEN GARDENS INC,3.0,WASHINGTON,DC,20008.0,1928,Multifamily Housing,Multifamily Housing,91070.0,264773.0,100,34.4,34.2,57.4,56.8,639.5,2.4,4813.0,792055.8,63956.12466,38.94072492,-77.06171292
38,PM4005338,2210_0007,2331 Cathedral Ave NW,2017,Data Under Review by DOEE,2331 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3.0,WASHINGTON,DC,20008.0,1926,Multifamily Housing,Multifamily Housing,54786.0,54786.0,100,24.3,24.6,58.1,58.4,120.1,2.2,980.9,249913.0,4803.241623,38.92821539,-77.05334522
39,PM5930231,1264E_0858,Q Street Apartments,2017,Data Under Review by DOEE,2501 Q ST NW,NANCY L ANDRACSEK TRUSTEE,2.0,WASHINGTON,DC,20007.0,1940,Multifamily Housing,Multifamily Housing,85464.0,85464.0,98,22.2,21.3,58.3,55.9,183.1,2.1,3451.4,501658.9,1817.200002,38.911016100000005,-77.05303834
42,PM3991763,1879_0800,Sulgrave Manor,2017,Data Under Review by DOEE,5130 CONNECTICUT AV NW,DOUGLASS LP,3.0,WASHINGTON,DC,20008.0,1929,Multifamily Housing,Multifamily Housing,57708.0,57708.0,99,43.4,48.3,61.0,65.6,157.6,2.7,1209.9,124319.0,20821.29535,38.95662136,-77.07119676
44,PM4005427,2210_0011,2915 Connecticut Ave.,2017,Data Under Review by DOEE,2915 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3.0,WASHINGTON,DC,20008.0,1927,Multifamily Housing,Multifamily Housing,60596.0,60596.0,100,28.0,28.4,62.9,63.3,146.2,2.4,1457.7,284611.0,7248.030040000001,38.92867158,-77.05410384
45,PM4018350,3698_0016,North capitol at plymouth,2017,Data Under Review by DOEE,5233 NORTH CAPITOL ST NE,NORTH CAPITOL AT PLYMOUTH INC,5.0,WASHINGTON,DC,20011.0,2004,Multifamily Housing,Multifamily Housing,60487.0,57000.0,98,20.9,20.9,62.9,62.9,127.8,2.2,4691.0,327629.0,718.3799909,38.95407554,-77.00866745
47,PM5780344,2660_0238,Milestone on Belmont,2017,Data Under Review by DOEE,1430 BELMONT ST NW,E & G DC CO-OP OWNER LLC,1.0,WASHINGTON,DC,20009.0,1928,Multifamily Housing,Multifamily Housing,51150.0,53425.0,98,20.3,21.8,63.8,68.4,120.4,2.3,2003.1,318088.0,,38.92036781,-77.03306225
48,PM5831705,2672_0888,Highland Park I,2017,Data Under Review by DOEE,1400 IRVING ST NW,COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC,1.0,WASHINGTON,DC,20010.0,2007,Multifamily Housing,Multifamily Housing,288311.0,288311.0,99,22.3,22.5,63.9,63.8,664.9,2.3,9109.2,1636854.4,8544.486520999999,38.92853045,-77.03362364
49,PM4044593,1356_0857,The Palisade Apartments,2017,Data Under Review by DOEE,4540 MACARTHUR BLVD NW,PALISADES LLC,3.0,WASHINGTON,DC,20007.0,1954,Multifamily Housing,Multifamily Housing,56032.0,51800.0,99,39.7,43.6,64.0,68.0,141.3,2.7,1973.4,162437.3,15021.63044,38.90882459,-77.08671463
50,PM3673287,0741_0816,Capitol Hill Tower Housing Cooperative-SV,2017,Data Under Review by DOEE,1000 NEW JERSEY AV,CAPITOL HILL TOWER HOUSING COOPERATIVE INCF,6.0,WASHINGTON,DC,20003.0,2006,Multifamily Housing,Multifamily Housing,407026.0,425000.0,99,37.4,38.7,65.0,65.0,1146.6,2.7,11886.2,1535233.8,106466.1228,38.87800617,-77.00432909
51,PM4007102,3698_0011,Chillum Manor - 1,2017,Data Under Review by DOEE,0011 - 0015 RIGGS RD NE,CHILLUM MANOR LLC,5.0,WASHINGTON,DC,20011.0,1942,Multifamily Housing,Multifamily Housing,51376.0,51376.0,97,39.4,42.7,65.0,68.4,141.1,2.7,1654.1,169709.9,14464.448390000001,38.95470903,-77.00818570000001
52,PM6772305,0859_0838,Anthology Apartments,2017,In Compliance,625 H ST NE,MEPT ANTHOLOGY LLC,6.0,WASHINGTON,DC,20002.0,2015,Multifamily Housing,Multifamily Housing,285413.0,227737.0,100,24.7,24.7,65.8,65.8,548.9,2.4,4715.7,1521734.9,4310.6070039999995,38.89995189,-76.99739034
53,PM5793998,2729_0006,Winchester Underwood Cooperative,2017,Data Under Review by DOEE,6445 LUZON AVE NW,THE WINCHESTER-UNDERWOOD COOPERATIVE INC,4.0,WASHINGTON,DC,20012.0,1960,Multifamily Housing,Multifamily Housing,138199.0,138199.0,95,33.1,33.7,65.9,65.5,361.7,2.6,3454.8,603390.9,25104.00158,38.96863879,-77.03372393
54,PM4007106,3698_0012,Chillum Manor - 2,2017,Data Under Review by DOEE,0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,5.0,WASHINGTON,DC,20011.0,1942,Multifamily Housing,Multifamily Housing,60779.0,60776.0,96,41.8,44.0,66.5,68.8,173.0,2.8,1759.8,192270.9,18868.85313,38.95484798,-77.0075955
55,PM3513593,2571_0954,1661 Crescent Place NW Inc,2017,Data Under Review by DOEE,1661 CRESCENT PL NW,1661 CRESCENT PLACE NW INC,1.0,WASHINGTON,DC,20009.0,1927,Multifamily Housing,Multifamily Housing,118686.0,118686.0,93,46.5,51.1,66.9,71.2,352.5,3.0,318.6,300338.9,44970.89115,38.92087925,-77.03824167
57,PM4005952,0515N_0866,Square N515,2017,Data Under Review by DOEE,0425  L ST NW,SQUARE N515 ASSOCIATES LLC,6.0,WASHINGTON,DC,20001.0,2011,Multifamily Housing,Multifamily Housing,414571.0,337838.0,100,21.6,21.6,67.2,67.2,803.3,2.4,10773.7,2109456.9,917.1759431,38.90411105,-77.01740556
58,PM4005350,2528_0891,The William Penn Apartments,2017,Data Under Review by DOEE,2231 CALIFORNIA ST NW,WILLIAM PENNSYLVANIA LTD,2.0,WASHINGTON,DC,20008.0,1943,Multifamily Housing,Multifamily Housing,65514.0,65514.0,99,36.0,37.5,67.6,68.1,179.3,2.7,1903.4,273167.4,14292.50067,38.91594385,-77.05016009999999
59,PM4007348,2586_0812,3025 Ontario Road INC,2017,In Compliance,3025 ONTARIO RD NW,3025 ONTARIO ROAD INC,1.0,WASHINGTON,DC,20009.0,1949,Multifamily Housing,Multifamily Housing,54862.0,54862.0,98,44.2,48.5,67.7,71.6,161.2,2.9,1071.8,164286.0,18636.031759999998,38.9260628,-77.04393453
61,PM6286816,0914_0055,Capital East - 816,2017,Data Under Review by DOEE,816 E ST NE,CAPITAL EAST PARTNERS LLC,6.0,WASHINGTON,DC,20002.0,1927,Multifamily Housing,Multifamily Housing,55178.0,55178.0,97,49.1,55.5,70.1,75.9,172.3,3.1,2007.3,143085.0,22233.99067,38.8964305,-76.99412723
63,PM4369058,0673_0849,Camden NoMa,2017,Data Under Review by DOEE,0060  L ST NE,NOMA DEVELOPMENT LLC,6.0,WASHINGTON,DC,20002.0,2015,Multifamily Housing,Multifamily Housing,392293.0,398500.0,94,27.6,28.5,74.0,74.9,1079.6,2.7,9636.0,2515681.5,23997.98334,38.90399562,-77.00753961
64,PM3075573,2608_1026,The Parkhill,2017,Data Under Review by DOEE,1610 PARK RD NW,BUZ PARTNERSHIP,1.0,WASHINGTON,DC,20010.0,1941,Multifamily Housing,Multifamily Housing,102238.0,122458.0,97,46.7,51.6,74.1,78.4,388.6,3.2,3020.1,430624.9,42483.82969,38.93179702,-77.03725646
65,PM4861201,0773_0278,Aria on L,2017,In Compliance,300 L ST NE,A&W 300 L STREET LLC,6.0,WASHINGTON,DC,20002.0,2012,Multifamily Housing,Multifamily Housing,58814.0,40000.0,94,23.8,23.8,74.6,74.6,105.4,2.6,1461.7,278560.0,,38.90399441,-77.00179720000001
66,PM4582540,2961_0830,Takoma Flats,2017,Incomplete Report,7700 - 7730 EASTERN AVE NW,JUNIPER GARDENS LLC,4.0,WASHINGTON,DC,20012.0,1948,Multifamily Housing,Multifamily Housing,98121.0,98122.0,92,30.5,30.9,75.2,75.7,276.3,2.8,6315.2,594335.5,9659.571822,38.98357252,-77.02481709
67,PM3997985,PAR00890021,Winchester-Luzon,2017,Data Under Review by DOEE,6601 14TH ST NW,LUZON ASSOCIATES LP,4.0,WASHINGTON,DC,20012.0,1942,Multifamily Housing,Multifamily Housing,90400.0,90400.0,97,35.5,36.2,75.4,76.1,265.9,2.9,4019.1,482971.7,15640.12662,38.97060935,-77.03303462
70,PM4369402,0188_0802,Camden Roosevelt,2017,Data Under Review by DOEE,2101 16TH ST NW,SUMMIT ROOSEVELT LLC,1.0,WASHINGTON,DC,20009.0,1919,Multifamily Housing,Multifamily Housing,244643.0,169532.0,97,32.3,34.6,77.7,80.1,496.4,2.9,6644.9,1042036.9,19204.65542,38.9186611,-77.03606222
72,PM4007053,4396_0153,Parkway Plaza - 2,2017,Incomplete Report,1811 - 1831 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5.0,WASHINGTON,DC,20002.0,1964,Multifamily Housing,Multifamily Housing,62904.0,62901.0,90,39.6,40.4,78.6,79.9,196.7,3.1,3167.4,325720.4,13825.05495,38.91478572,-76.97038298
73,PM4156464,2039_0804,DC504_Avalon The Albemarle,2017,In Compliance,4501 CONNECTICUT AVE NW,SMITH PROPERTY HOLDINGS FIVE LP,3.0,WASHINGTON,DC,20008.0,1958,Multifamily Housing,Multifamily Housing,365981.0,347393.0,91,44.6,47.7,79.2,81.2,1133.9,3.3,10428.9,1574604.1,101269.9963,38.94849183,-77.06520408
74,PM4903213,2530_0817,Westmoreland Cooperative,2017,Data Under Review by DOEE,2122 CALIFORNIA ST NW,WESTMORELAND COOPERATIVE,2.0,WASHINGTON,DC,20008.0,1905,Multifamily Housing,Multifamily Housing,84667.0,84667.0,96,47.4,50.4,79.3,82.5,282.4,3.3,634640.3,350758.3,28165.581360000004,38.91621785,-77.04744894
75,PM3503353,1869_0036,La Reine Apartments,2017,Data Under Review by DOEE,5425 CONNECTICUT AVE NW,INVESTORS CONNECTICUT AVENUE LLC,3.0,WASHINGTON,DC,20015.0,1929,Multifamily Housing,Multifamily Housing,100044.0,100044.0,95,52.3,57.7,79.4,84.4,345.7,3.5,2458.8,343401.9,40612.9106,38.96228105,-77.07370034
76,PM3256982,2108_0040,Hampton House,2017,Data Under Review by DOEE,2700 CONNECTICUT AVE NW,2700 CONECTICUT AVENUE LLC,3.0,WASHINGTON,DC,20008.0,1921,Multifamily Housing,Multifamily Housing,91304.0,83580.0,97,50.9,57.2,79.6,85.2,286.3,3.4,3295.2,306573.0,32053.99723,38.92597194,-77.05337582
78,PM6261875,2727_0801,The Rittenhouse,2017,In Compliance,6101 16TH ST NW,RITTENHOUSE APARTMENTS LLC,4.0,WASHINGTON,DC,20011.0,1957,Multifamily Housing,Multifamily Housing,390470.0,390470.0,89,33.4,33.8,79.6,80.0,1173.2,3.0,16224.3,2440689.8,46949.40176,38.96506923,-77.0353807
79,PM3974484,0157_0107,1734 P Street NW,2017,In Compliance,1734 P ST NW,AVONDALE COOPERATIVE APARTMENTS INC,2.0,WASHINGTON,DC,20036.0,1914,Multifamily Housing,Multifamily Housing,54900.0,59544.0,89,53.8,59.2,79.7,84.5,208.4,3.5,367.9,193582.0,25437.306959999998,38.90934873,-77.03995422
80,PM4369364,0199_0835,Camden Grand Parc,2017,In Compliance,1555 I ST NW,SUMMIT GRAND PARC LLC,2.0,WASHINGTON,DC,20005.0,1932,Multifamily Housing,Multifamily Housing,86131.0,133225.0,88,30.0,32.0,79.7,83.3,389.7,2.9,4207.9,900624.5,9194.989113,38.90172943,-77.03500031
81,PM3542092,2572_0815,Dorchester House Apartments,2017,Incomplete Report,2480 16TH ST NW,DORCHESTER HOUSE ASSOCIATES LLC,1.0,WASHINGTON,DC,20009.0,1941,Multifamily Housing,Multifamily Housing,439502.0,439502.0,91,39.1,40.3,80.0,80.1,1386.7,3.2,5309.6,2404566.1,89717.80772000001,38.92303223,-77.03739409
82,PM4007384,5627_0093,Hillside Terrace LLC,2017,In Compliance,1806 - 1820 23RD ST SE,HILLSIDE TERRACE LLC,8.0,WASHINGTON,DC,20020.0,1943,Multifamily Housing,Multifamily Housing,52127.0,52127.0,77,26.9,25.9,80.2,77.1,149.3,2.9,541.3,379919.1,1043.1985849999999,38.8678309,-76.97276331
83,PM4260438,1923_0054,Cathedral Court,2017,Data Under Review by DOEE,3701 MASSACHUSETTS AVE NW,DARO REALTY INC,3.0,WASHINGTON,DC,20016.0,1927,Multifamily Housing,Multifamily Housing,65792.0,71970.0,93,71.6,72.0,80.2,81.5,283.8,3.9,4361.9,50601.2,49821.65065,38.92934627,-77.07347207
84,PM5785904,0016_0093,Claridge House Cooperative: 950 25th Street Northwest,2017,In Compliance,950 25TH ST NW,CLARIDGE H COOPERATIVE,2.0,WASHINGTON,DC,20037.0,1957,Multifamily Housing,Multifamily Housing,144466.0,373216.0,91,42.3,45.1,80.3,82.2,1209.1,3.2,12383.9,1877577.8,93845.52245,38.9021021,-77.05356939
85,PM3993734,0070_0196,The Bond DC,2017,Incomplete Report,1230 NEW HAMPSHIRE AV,1230 NEW HAMPSHIRE LLC,2.0,WASHINGTON,DC,20036.0,1966,Multifamily Housing,Multifamily Housing,165495.0,165495.0,72,29.2,29.8,80.6,81.2,485.3,2.9,2370.4,1157625.9,8877.426397,38.90614063,-77.04710098
86,PM4006488,4395_0816,Parkway Plaza - 1,2017,Incomplete Report,1810 - 1826 24TH ST NE,MAURICE LIPNICK,5.0,WASHINGTON,DC,20002.0,1964,Multifamily Housing,Multifamily Housing,52944.0,52944.0,86,42.1,42.9,82.3,83.6,174.2,3.3,6404.1,282336.0,12681.487790000001,38.91493337,-76.97240003
87,PM3502126,2226_0800,The Broadmoor Cooperative Apartments,2017,Data Under Review by DOEE,3601 CONNECTICUT AVE NW,BROADMOOR COOPERATIVE,3.0,WASHINGTON,DC,20008.0,1930,Multifamily Housing,Multifamily Housing,308077.0,288969.0,96,51.1,57.4,82.5,89.2,1014.6,3.5,5520.8,1171067.9,107567.895,38.93794269,-77.05834316
88,PM4390599,3560_0810,The Metropolitan Apartments,2017,Data Under Review by DOEE,200 RHODE ISLAND AVE NE,MT INVESTMENTS LLC,5.0,WASHINGTON,DC,20002.0,1936,Multifamily Housing,Multifamily Housing,74064.0,130989.0,97,33.5,33.7,83.2,83.5,407.1,3.1,3532.3,883448.9,13690.554119999999,38.9191846,-77.00327556
89,PM3499886,2060_0031,The Sedgwick Gardens Apartments,2017,Incomplete Report,3726 CONNECTICUT AVE NW,DARO REALTY INC,3.0,WASHINGTON,DC,20008.0,1932,Multifamily Housing,Multifamily Housing,137808.0,144882.0,87,53.2,57.5,83.3,87.8,519.4,3.6,3594.1,557936.8,58031.383870000005,38.93900544,-77.06108578
90,PM3998596,0179_0113,Dupont Executive,2017,Data Under Review by DOEE,1633 Q ST NW,STERLING GUNSTON LLC,2.0,WASHINGTON,DC,20009.0,1989,Multifamily Housing,Multifamily Housing,73942.0,58630.0,80,38.7,39.8,83.4,84.2,189.5,3.2,1143.8,420364.2,8322.69755,38.91148833,-77.03807038
91,PM3882212,2727_0801,The Rittenhouse,2017,In Compliance,6101 16TH ST NW,RITTENHOUSE APARTMENTS LLC,4.0,WASHINGTON,DC,20011.0,1957,Multifamily Housing,Multifamily Housing,390470.0,371045.0,81,35.0,35.5,83.7,84.2,1171.3,3.2,18954.0,2440689.8,46602.96375,38.96506923,-77.0353807
94,PM3999777,0547_0024,Channel Square Apartments,2017,Data Under Review by DOEE,0325 P ST SW,CHANNEL SQUARE HOUSING LLC,6.0,WASHINGTON,DC,20024.0,1968,Multifamily Housing,Multifamily Housing,253231.0,281958.0,96,47.3,51.9,84.2,89.3,977.9,3.5,13993.8,1366695.1,86722.31892,38.87284026,-77.01539026
95,PM6286645,2574_0829,The Century,2017,Data Under Review by DOEE,2651 16TH ST NW,CENTURY PARTNERS 16TH STREET LLC,1.0,WASHINGTON,DC,20009.0,1937,Multifamily Housing,Multifamily Housing,77367.0,77367.0,92,57.4,62.9,84.3,90.1,287.4,3.7,3347.4,261218.2,35492.16068,38.92459139,-77.0360003
96,PM4013991,3848_0824,Rhode Island Row,2017,In Compliance,2300 WASHINGTON PL NE,WASHINGTON METROPOLITAN AREA TRANSITY AUTHORITY,5.0,WASHINGTON,DC,20018.0,2012,Multifamily Housing,Multifamily Housing,173828.0,401517.0,98,27.1,27.1,84.4,84.4,1199.2,3.0,11345.7,3149982.1,1311.778864,38.92042501,-76.99544227
97,PM4556577,3531_0116,St. Martin's Apartments LP,2017,In Compliance,116 T ST NE,ST MARTIN'S APARTMENTS LP,5.0,WASHINGTON,DC,20002.0,2010,Multifamily Housing,Multifamily Housing,240940.0,280000.0,78,36.2,37.0,84.4,85.1,898.0,3.2,11852.1,1821504.9,39265.74708,38.91576136,-77.00531727
98,PM3072203,2677_0811,The Yorkshire,2017,Data Under Review by DOEE,3355 16TH ST NW,EDWARD J LENKIN,1.0,WASHINGTON,DC,20010.0,1942,Multifamily Housing,Multifamily Housing,75717.0,76772.0,95,60.0,67.3,84.8,91.5,291.1,3.8,2743.0,234581.7,38088.13396,38.93288831,-77.0360392
99,PM3505747,6219_0032,Atlantic Terrace Ltd.,2017,Data Under Review by DOEE,4301 3RD ST SE,ATLANTIC TERRACE LTD,8.0,WASHINGTON,DC,20032.0,1964,Multifamily Housing,Multifamily Housing,200839.0,200839.0,93,47.4,50.4,84.8,87.1,700.4,3.5,6240.2,988624.8,61420.274489999996,38.82985202,-77.00225519
