,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
1824,PM4807500,1186_0800,Jamestown Georgetown Park - Market House,2016,Data Under Review by DOEE,3276 M ST NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,2,WASHINGTON,DC,20007,1790,Supermarket-Grocery Store,Supermarket-Grocery Store,15200,17717.0,96,212.2,212.5,502.3,498.1,345.5,19.5,583.6,694239.9,13912.11849,38.90476755,-77.06515041,
1826,PM1244899,3854_0802,0375 Washington,2016,In Compliance,1050 BRENTWOOD RD NE,1050 BRENTWOOD CAPITAL LP,5,WASHINGTON,DC,20018,2002,Supermarket-Grocery Store,Supermarket-Grocery Store,53236,53045.0,65,223.8,225.7,569.6,569.2,1153.4,21.7,3784.2,2489314.7,33776.25927,38.91922981,-76.99243094,
1829,PM4752062,1299_1040,Safeway 2912 - Wisconsin Ave,2016,In Compliance,1855  WISCONSIN AVE NW,NAI SATURN EASTERN LLC,2,WASHINGTON,DC,20007,2010,Supermarket-Grocery Store,Supermarket-Grocery Store,60000,71067.0,74,187.3,186.1,586.5,582.7,1523.1,21.4,2150.6,3885599.4,512.1269815,38.91612589,-77.06756091,
1831,PM4135125,0776_4111,2381 Washington,2016,In Compliance,300 - 380 H ST NE,3RD_H STREET CONDO,6,WASHINGTON,DC,20002,2013,Supermarket-Grocery Store,Supermarket-Grocery Store,282163,42469.0,75,213.6,215.5,618.6,620.6,975.1,23.0,896.4,2348403.2,10580.8741,38.90043782,-77.00077986,
1832,PM4798782,2974_0020,Safeway 1276 - Piney Branch Rd,2016,In Compliance,6500 PINEY BRANCH RD NW,NAI SATURN EASTERN LLC,4,WASHINGTON,DC,20012,1964,Supermarket-Grocery Store,Supermarket-Grocery Store,51654,51827.0,64,243.7,245.7,621.9,621.9,1229.7,23.7,1686.1,2660179.8,35554.19518,38.9695284,-77.02655062,
1839,PM1241296,2049_0805,0383 Washington,2016,In Compliance,4301 CONNECTICUT AV NW,VAN NESS CENTER ASSOCITES LLC,3,WASHINGTON,DC,20008,1930,Supermarket-Grocery Store,Supermarket-Grocery Store,239464,33360.0,18,299.0,300.0,751.3,747.3,959.6,28.8,880071.1,2045950.3,29950.58175,38.94493214,-77.06311116,
1841,PM4014187,1299_1028,WICAL,2016,In Compliance,2323 WISCONSIN AV NW,WICAL LP,3,WASHINGTON,DC,20007,1988,Supermarket-Grocery Store,Supermarket-Grocery Store,70474,33752.0,58,363.6,366.7,858.2,861.5,1125.5,33.3,126597.4,2255001.6,45774.94975,38.92093428,-77.07161524,
2637,PM1244899,3854_0802,0375 Washington,2015,In Compliance,1050 BRENTWOOD RD NE,1050 BRENTWOOD CAPITAL LP,5,Washington,DC,20018,2002,Supermarket-Grocery Store,Supermarket-Grocery Store,52758,53045.0,62,217.3,219.2,582.2,581.8,1337.9,25.2,2837702.8,2633476.7,25426.19401,38.91922981,-76.99243094,
2639,PM4798782,2974_0020,Safeway 1276 - Piney Branch Rd,2015,In Compliance,6500 PINEY BRANCH RD NW,NAI SATURN EASTERN LLC,4,Washington,DC,20012,1964,Supermarket-Grocery Store,Supermarket-Grocery Store,51654,51827.0,69,239.9,240.3,600.4,597.4,1358.1,26.2,1509.7,2532683.7,37907.99974,38.9695284,-77.02655062,
2650,PM4947053,0210_0128,WholeFoods,2015,In Compliance,1440 P ST NW,S J GERSTENFELD,2,Washington,DC,20005,1999,Supermarket-Grocery Store,Supermarket-Grocery Store,81306,39000.0,2,466.0,464.5,1109.2,1096.9,2255.4,57.8,5262.9,3390308.6,66070.96583,38.90949911,-77.03356775,
2653,PM4014187,1299_1028,WICAL,2015,In Compliance,2323 WISCONSIN AV NW,WICAL LP,3,Washington,DC,20007,1988,Supermarket-Grocery Store,Supermarket-Grocery Store,70474,33752.0,17,457.5,456.1,1153.4,1142.4,1697.8,50.3,1961122.0,3185471.5,45720.71617,38.92093428,-77.07161524,
3369,PM4752062,1299_0325,Safeway 2912,2014,In Compliance,1855 WISCONSIN AV,SAFEWAY INC,,WASHINGTON,DC,,2010,Supermarket-Grocery Store,Supermarket-Grocery Store,60000,71067.0,79,177.3,176.3,555.0,551.9,1682.1,23.7,2303.8,3675778.5,595.0500152000001,38.91613264,-77.06710147,
3371,PM1244899,3854_0802,0375 Washington,2014,In Compliance,1050 BRENTWOOD RD,1050 BRENTWOOD CAPITAL LP,5,WASHINGTON,DC,20018,2002,Supermarket-Grocery Store,Supermarket-Grocery Store,52758,53045.0,56,224.9,224.3,600.0,599.0,1379.5,26.0,2623535.2,2706673.3,26957.726389999996,38.91940519,-76.9922277,
3379,PM4014187,1299_1028,WICAL,2014,In Compliance,2323 WISCONSIN AV NW,WICAL LP,3,WASHINGTON,DC,20007,1988,Supermarket-Grocery Store,Supermarket-Grocery Store,70474,33752.0,16,464.4,463.1,1147.6,1145.5,1693.2,50.2,1982090.0,3123721.2,50172.010369999996,38.92096512,-77.07156097,
