,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
1047,PM3513627,0189_0060,Northumberland Apartments Inc,2016,In Compliance,2039 NEW HAMPSHIRE AVE NW,NORTHUMBERLAND APARTMENTS INC,1,WASHINGTON,DC,20009,1909,Multifamily Housing,Multifamily Housing,104390,104390.0,100,20.9,20.7,40.8,40.0,170.2,1.6,1846.1,329272.3,10617.396659999999,38.9178766,-77.03537261,
1048,PM4369058,0673_0849,Camden NoMa,2016,In Compliance,0060  L ST NE,NOMA DEVELOPMENT LLC,6,WASHINGTON,DC,20002,2015,Multifamily Housing,Multifamily Housing,392293,398500.0,100,17.8,18.1,42.8,43.1,659.4,1.7,7206.7,1349150.9,24755.20557,38.90399562,-77.00753961,
1049,PM4370572,6242_0834,St Thomas More,2016,Data Under Review by DOEE,4275 4TH ST SE,ROMAN CATHOLIC ARCHBISHOP WASHINGTON,8,WASHINGTON,DC,20032,1952,K-12 School,K-12 School,53697,65431.0,100,14.2,13.9,43.1,42.2,103.7,1.6,412.4,258748.9,465.27648,38.82619388,-76.99995736,
1050,PM4673452,0494_0031,National Square,2016,In Compliance,0500  D ST SW,BIT INVESTMENT FIFTY-EIGHT LLC,6,WASHINGTON,DC,20024,2015,Office,Office,361741,475932.0,100,15.1,15.1,47.6,47.6,826.6,1.7,1007.8,2112440.6,,38.88465388,-77.01940441,
1051,PM4178742,5422_0017,Fort Dupont,2016,Data Under Review by DOEE,155 RIDGE RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7,WASHINGTON,DC,20019,1940,Multifamily Housing,Multifamily Housing,,231517.0,100,27.1,27.5,49.2,49.1,466.5,2.0,7224.7,673969.9,39807.00503,38.8860347,-76.94971264,
1052,PM3504833,1769_0031,"Jemal's Tower, LLC",2016,In Compliance,4001 BRANDYWINE ST NW,JEMAL'S TOWER LLC,3,WASHINGTON,DC,20016,1952,Office,Office,164868,110485.0,100,17.1,17.1,53.8,53.8,217.0,2.0,1523.6,554455.1,,38.95000411,-77.07938138,
1053,PM3986543,0156_0034,Cavanaugh Court,2016,In Compliance,1526 17TH ST NW,CAVANAUGH COURT OWNERS,2,WASHINGTON,DC,20036,1916,Multifamily Housing,Multifamily Housing,53765,50000.0,100,39.5,41.6,55.6,57.9,124.5,2.5,1602.1,99023.0,16378.678569999998,38.91063381,-77.03875939,
1054,PM4450854,2537_0300,2101 Connecticut Ave Coop,2016,In Compliance,2101 CONNECTICUT AVE NW,2101 CONNECTICUT AVENUE,1,WASHINGTON,DC,20008,1928,Multifamily Housing,Multifamily Housing,236646,236646.0,100,37.2,38.8,56.9,57.9,591.8,2.5,3384.0,590253.9,67941.74094,38.91837919,-77.04706904,
1055,PM3989484,0093_0146,Jemal's Dupont LLC,2016,In Compliance,1630 CONNECTICUT AVE NW,1630 CONNECTICUT LTD,2,WASHINGTON,DC,20009,1981,Office,Office,64517,73700.0,100,18.9,18.9,59.4,59.4,160.0,2.2,873.3,408941.7,,38.91206182,-77.04524876,
1056,PM4008449,PAR00880360,1418-1424 Somerset Pl NW,2016,In Compliance,1418 - 1424 SOMERSET PL NW,WILLIS LP,4,WASHINGTON,DC,20011,1940,Multifamily Housing,Multifamily Housing,50048,50048.0,100,43.3,45.4,59.8,62.0,136.3,2.7,2355.2,100804.5,18239.53111,38.96665591,-77.03431402,
1057,PM4005338,2210_0007,Connecticut Plaza,2016,In Compliance,2331 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,WASHINGTON,DC,20008,1926,Multifamily Housing,Multifamily Housing,54786,54786.0,100,25.5,25.6,60.0,60.2,127.7,2.3,1628.1,255236.0,5247.253649,38.92821539,-77.05334522,
1058,PM4019559,0178_0092,"Rutland Court Owners, Inc.",2016,In Compliance,1725 17TH ST NW,RUTLAND COURT OWNERS INC,2,WASHINGTON,DC,20009,1917,Multifamily Housing,Multifamily Housing,86244,86244.0,100,42.3,43.6,60.8,61.5,232.6,2.7,206745.1,236430.4,28413.79278,38.91356665,-77.03795017,
1059,PM4371703,2868_0820,Clifton Terrace L P,2016,In Compliance,1312 - 1350 CLIFTON ST NW,CLIFTON TERRACE L P,1,WASHINGTON,DC,20009,1916,Multifamily Housing,Multifamily Housing,111224,111224.0,100,19.5,20.0,61.3,62.9,249.0,2.2,9305.3,636452.1,,38.92211165,-77.03081845,
1060,PM3500299,2586_0813,Ontario Owners Inc.,2016,In Compliance,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1,WASHINGTON,DC,20009,1905,Multifamily Housing,Multifamily Housing,198381,198381.0,97,46.0,47.7,63.1,64.3,570.9,2.9,3995.9,411992.0,77142.02841,38.92594557,-77.04207417,
1061,PM4218479,0179_0812,Barclay II,2016,In Compliance,1616 16TH ST NW,VAN MATRE BARCLAY APARTMENTS LLC,2,WASHINGTON,DC,20009,1924,Multifamily Housing,Multifamily Housing,53532,53532.0,100,20.7,20.3,63.3,62.1,124.3,2.3,2834.9,312076.2,413.23178239999993,38.911736299999994,-77.03695450000001,
1062,PM5778270,0699N_0823,Parc Riverside,2016,In Compliance,1011  1ST ST SE,TOLL DC LP,6,WASHINGTON,DC,20003,2014,Multifamily Housing,Multifamily Housing,263354,156000.0,100,20.5,20.5,64.5,64.5,367.5,2.4,7254.9,939109.9,,38.87818293,-77.0061364,
1063,PM4005427,2210_0011,Connecticut Plaza,2016,In Compliance,2915 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3,WASHINGTON,DC,20008,1927,Multifamily Housing,Multifamily Housing,60596,60596.0,100,29.6,29.9,64.6,64.9,155.2,2.6,1140.9,285059.0,8217.6578,38.92867158,-77.05410384,
1064,PM3990264,1669_0805,"Amalgamated Transit Union, Intl",2016,Data Under Review by DOEE,5025 WISCONSIN AV NW,AMALGAMATED TRANSIT UNION,3,WASHINGTON,DC,20016,1982,Office,Office,61217,74350.0,99,25.9,26.6,65.6,66.4,186.3,2.5,520.1,400849.8,5545.325832,38.95577157,-77.08275067,
1065,PM6772305,0859_0838,Anthology Apartments,2016,Data Under Review by DOEE,625 H ST NE,MEPT ANTHOLOGY LLC,6,WASHINGTON,DC,20002,2015,Multifamily Housing,Multifamily Housing,285413,227737.0,100,24.8,24.8,66.3,66.3,552.5,2.4,1840.2,1538077.8,3926.0999939999997,38.89995189,-76.99739034,
1066,PM3468516,4359_0834,4359-0834,2016,In Compliance,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,WASHINGTON,DC,20018,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,267683,242810.0,77,26.8,27.1,66.4,66.1,619.7,2.6,264.8,1304099.8,20593.70105,38.92002084,-76.96901156,
1067,PM3991763,1879_0800,Sulgrave Manor,2016,In Compliance,5130 CONNECTICUT AV NW,DOUGLASS LP,3,WASHINGTON,DC,20008,1929,Multifamily Housing,Multifamily Housing,57708,57708.0,99,46.2,47.9,66.6,67.8,172.5,3.0,1304.5,146275.0,21696.46771,38.95662136,-77.07119676,
1068,PM3984618,2210_0010,Connecticut Plaza,2016,Data Under Review by DOEE,2901 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3,WASHINGTON,DC,20008,1924,Multifamily Housing,Multifamily Housing,69329,69329.0,99,27.4,27.5,66.7,66.8,178.3,2.6,1346.6,368972.0,6381.59147,38.92838319,-77.05379292,
1069,PM4007106,3698_0012,Chillum Manor - 2,2016,In Compliance,0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,5,WASHINGTON,DC,20011,1942,Multifamily Housing,Multifamily Housing,60779,60776.0,98,43.6,44.9,66.9,67.7,178.6,2.9,2633.3,179851.3,20382.76224,38.95484798,-77.0075955,
1070,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2016,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,WASHINGTON,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,16,32.7,34.8,67.0,69.1,242.8,2.7,87.0,411657.9,15387.99985,38.8755571,-77.00857516,
1071,PM3625086,2528_0302,2000 Connecticut,2016,In Compliance,2000 CONNECTICUT AVE NW,KS 2000 CONNECTICUT LLC,2,WASHINGTON,DC,20008,1936,Multifamily Housing,Multifamily Housing,128664,120000.0,98,33.6,33.9,68.4,68.7,331.1,2.8,4350.8,557090.9,21289.43976,38.91704087,-77.04716745,
1072,PM3075573,2608_1026,The Parkhill,2016,In Compliance,1610 PARK RD NW,BUZ PARTNERSHIP,1,WASHINGTON,DC,20010,1941,Multifamily Housing,Multifamily Housing,102238,122458.0,99,41.4,43.0,68.9,69.7,361.0,2.9,3254.6,437060.7,35776.18053,38.93179702,-77.03725646,
1073,PM4553078,5865_0286,GWC/GLC 12234/2600 BARRY RD SE/WASHINGTON/DC,2016,In Compliance,2600 BARRY RD SE,VERIZON WASHINGTON DC INC,8,WASHINGTON,DC,20020,1975,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,54578,56854.0,90,34.2,35.1,68.9,69.0,158.5,2.8,215.0,262873.0,10469.00052,38.86194579,-77.00031372,
1074,PM3472399,2214_0806,The Kennedy Warren  Apartments,2016,In Compliance,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,WASHINGTON,DC,20008,1931,Multifamily Housing,Multifamily Housing,484056,443594.0,100,22.2,22.2,69.6,69.6,1090.7,2.5,18679.7,2881760.6,,38.93192924,-77.05548465,
1075,PM4018408,0031_0028,Western Presbyterian Church,2016,In Compliance,2401 VIRGINIA AVE NW,WESTERN PRESBYTERIAN CHURCH TRUSTEES,2,WASHINGTON,DC,20037,1993,Worship Facility,Worship Facility,52404,52404.0,72,22.4,21.7,70.2,68.2,134.4,2.6,1149.1,343505.9,,38.89853884,-77.05196329,
1076,PM4632545,3368_0822,MFS CHILLUM LLC,2016,In Compliance,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,WASHINGTON,DC,20012,1966,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,157036,160000.0,67,31.8,32.7,72.5,73.4,454.5,2.8,1326.9,877884.9,20903.10926,38.96889541,-77.01215391,
1077,PM3857670,2589_0477,Park Ellison Apartments,2016,In Compliance,1700 HARVARD ST NW,ELAINE G MILLER,1,WASHINGTON,DC,20009,1954,Multifamily Housing,Multifamily Housing,86710,86709.0,99,26.1,25.5,72.7,70.7,235.8,2.7,3936.5,549919.7,3886.9103649999997,38.92685779,-77.04043398,
1078,PM3993733,0674_0854,"Sentinel Square II, LLC",2016,In Compliance,1050 1ST ST NE,SENTINEL SQUARE II L L C,6,WASHINGTON,DC,20002,2014,Office,Office,341600,287171.0,98,23.2,23.2,72.9,72.9,739.9,2.6,1369.9,1954972.8,,38.90344241,-77.00622308,
1079,PM3973683,0180_0085,Foundry United Methodist Church,2016,In Compliance,1500 16TH ST NW,FOUNDRY UNITED METHODIST CHURCH,2,WASHINGTON,DC,20036,1904,Worship Facility,Worship Facility,58701,60000.0,67,41.5,44.8,73.9,77.4,186.0,3.1,188.6,254990.3,16227.90955,38.9100414,-77.03688179,
1080,PM3984805,2210_0001,2301 Connecticut Plaza,2016,Data Under Review by DOEE,2301 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,WASHINGTON,DC,20008,1923,Multifamily Housing,Multifamily Housing,51541,51541.0,98,31.9,32.3,74.4,74.7,149.4,2.9,1191.3,295148.0,6392.350637,38.92802568,-77.05293566,
1081,PM4051768,0571_0055,440 First St NW,2016,Data Under Review by DOEE,440 1ST ST NW,FP 440 1ST STREET LLC,6,WASHINGTON,DC,20001,1982,Office,Office,141930,138708.0,99,26.2,26.7,74.4,74.9,384.7,2.8,2305.4,912367.4,5208.471826,38.89545473,-77.01247706,
1082,PM3987174,0453_0052,Wah Luck House,2016,In Compliance,800 6TH ST NW,WASHINGTON CHINATOWN DEVELOPMENT COMPANY,2,WASHINGTON,DC,20001,1982,Multifamily Housing,Multifamily Housing,149161,89000.0,100,39.2,39.2,74.7,74.7,273.3,3.1,10140.9,419621.9,20542.67697,38.90023619,-77.02019168,
1083,PM4007348,2586_0812,3025 Ontario Road INC,2016,In Compliance,3025 ONTARIO RD NW,3025 ONTARIO ROAD INC,1,WASHINGTON,DC,20009,1949,Multifamily Housing,Multifamily Housing,54862,54862.0,97,49.4,49.1,75.0,74.0,179.0,3.3,1077.2,177436.0,21062.22494,38.9260628,-77.04393453,
1084,PM4007102,3698_0011,Chillum Manor - 1,2016,In Compliance,0011 - 0015 RIGGS RD NE,CHILLUM MANOR LLC,5,WASHINGTON,DC,20011,1942,Multifamily Housing,Multifamily Housing,51376,51376.0,94,48.7,50.3,75.4,77.0,169.6,3.3,2295.2,174217.2,19097.701419999998,38.95470903,-77.00818570000001,
1085,PM4005350,2528_0891,The William Penn Apartments,2016,In Compliance,2231 CALIFORNIA ST NW,WILLIAM PENNSYLVANIA LTD,2,WASHINGTON,DC,20008,1943,Multifamily Housing,Multifamily Housing,65514,65514.0,97,43.3,44.2,76.8,76.9,211.2,3.2,144828.0,288691.9,18492.18689,38.91594385,-77.05016009999999,
1086,PM1856025,0214_0102,1441 L Street,2016,In Compliance,1441 L ST NW,1441 L ASSOCIATES LLC,2,WASHINGTON,DC,20005,1967,Office,Office,217488,192804.0,100,28.6,29.1,77.9,78.4,565.0,2.9,2569.2,1295327.7,10944.85585,38.90395985,-77.03376735,
1087,PM4367528,4263_0006,1818 New York Ave.,2016,In Compliance,1818 NEW YORK AVE NE,SANG KWONCHIO,5,WASHINGTON,DC,20002,1934,Office,Office,89079,90000.0,99,27.6,27.7,78.0,77.3,261.8,2.9,560.4,619048.5,3686.79103,38.91772298,-76.97669835,
1088,PM3256982,2108_0040,Hampton House,2016,In Compliance,2700 CONNECTICUT AVE NW,2700 CONECTICUT AVENUE LLC,3,WASHINGTON,DC,20008,1921,Multifamily Housing,Multifamily Housing,91304,83580.0,98,48.6,50.9,79.7,81.1,286.5,3.4,2950.3,336098.0,29183.997580000003,38.92597194,-77.05337582,
1089,PM3997985,PAR00890021,Winchester-Luzon,2016,In Compliance,6601 14TH ST NW,LUZON ASSOCIATES LP,4,WASHINGTON,DC,20012,1942,Multifamily Housing,Multifamily Housing,90400,90400.0,97,37.7,38.3,80.2,80.8,289.1,3.2,4738.6,514324.3,16534.7673,38.97060935,-77.03303462,
1090,PM3542092,2572_0815,Dorchester House Apartments,2016,In Compliance,2480 16TH ST NW,DORCHESTER HOUSE ASSOCIATES LLC,1,WASHINGTON,DC,20009,1941,Multifamily Housing,Multifamily Housing,439502,439502.0,93,39.0,38.7,80.5,78.0,1422.3,3.2,5879.1,2437630.7,88206.42724,38.92303223,-77.03739409,
1091,PM3298382,3630_0808,Edgewood IV,2016,In Compliance,0611 EDGEWOOD ST NE,EDGEWOOD IV LP,5,WASHINGTON,DC,20017,1974,Multifamily Housing,Multifamily Housing,383900,383900.0,84,39.4,39.5,80.8,79.3,1249.2,3.3,22.9,2120602.6,78963.00241,38.92312217,-76.99787913,
1092,PM4007384,5627_0093,Hillside Terrace LLC,2016,In Compliance,1806 - 1820 23RD ST SE,HILLSIDE TERRACE LLC,8,WASHINGTON,DC,20020,1943,Multifamily Housing,Multifamily Housing,52127,52127.0,82,27.4,26.5,81.5,78.6,156.7,3.0,846.2,385303.7,1123.516907,38.8678309,-76.97276331,
1093,PM4991950,5740_0296,Transitions Health Care Capitol City,2016,In Compliance,2425 25TH ST SE,2425 25TH STREET SE LLC,8,WASHINGTON,DC,20020,1983,Senior Care Community,Senior Care Community,138837,136775.0,100,67.2,67.2,82.1,82.1,560.6,4.1,25599.8,265099.4,82821.2702,38.85865384,-76.97134216,
1094,PM3505747,6219_0032,Atlantic Terrace Ltd.,2016,In Compliance,4301 3RD ST SE,ATLANTIC TERRACE LTD,8,WASHINGTON,DC,20032,1964,Multifamily Housing,Multifamily Housing,200839,200839.0,96,44.9,46.2,82.2,83.6,686.2,3.4,9263.8,987543.8,56446.801020000006,38.82985202,-77.00225519,
1095,PM4006488,4395_0816,Parkway Plaza - 1,2016,In Compliance,1810 - 1826 24TH ST NE,MAURICE LIPNICK,5,WASHINGTON,DC,20002,1964,Multifamily Housing,Multifamily Housing,52944,52944.0,90,41.3,41.4,82.2,81.9,176.6,3.3,7680.3,288285.4,12013.69456,38.91493337,-76.97240003,
1096,PM4260417,2084_0023,Parkway Apartments,2016,In Compliance,3220 CONNECTICUT AVE NW,DARO REALTY INC,3,WASHINGTON,DC,20008,1927,Multifamily Housing,Multifamily Housing,74078,76000.0,97,50.9,52.7,82.3,84.2,270.1,3.6,2945.0,307110.4,28231.062910000004,38.93326456,-77.05749357,
1097,PM4007053,4396_0153,Parkway Plaza - 2,2016,In Compliance,1811 - 1831 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5,WASHINGTON,DC,20002,1964,Multifamily Housing,Multifamily Housing,62904,62901.0,90,42.2,42.5,82.5,82.8,211.8,3.4,3680.8,336955.2,15044.895480000001,38.91478572,-76.97038298,
1098,PM4527772,3069_0066,Howard University College Hall South,2016,In Compliance,2205 4TH ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,WASHINGTON,DC,20059,2014,Residence Hall-Dormitory,Residence Hall-Dormitory,229497,254983.0,88,26.4,25.4,82.9,79.7,772.0,3.0,12761.8,1972946.8,,38.91976453,-77.01764635,
1099,PM4387508,2667_0062,New Fairmont,2016,In Compliance,1401 FAIRMONT ST NW,NEW FAIRMONT L.P.,1,WASHINGTON,DC,20009,1913,Multifamily Housing,Multifamily Housing,89530,84000.0,91,26.5,26.5,83.2,83.2,255.2,3.0,33.6,652179.9,,38.92478951,-77.03285395,
1100,PM3075531,2553_0073,The Promenade,2016,In Compliance,1884 COLUMBIA RD NW,ADAMS-MORGAN ASSOCIATES,1,WASHINGTON,DC,20009,1965,Multifamily Housing,Multifamily Housing,187707,206478.0,95,41.7,42.3,83.4,83.1,698.3,3.4,5092.8,1148635.0,46858.31985,38.91900547,-77.04425918,
1101,PM3882212,2727_0801,The Rittenhouse,2016,In Compliance,6101 16TH ST NW,RITTENHOUSE APARTMENTS LLC,4,WASHINGTON,DC,20011,1957,Multifamily Housing,Multifamily Housing,390470,371045.0,86,35.0,35.3,83.6,83.9,1170.9,3.2,18840.8,2437750.7,46740.33148,38.96506923,-77.0353807,
1102,PM4390599,3560_0810,The Metropolitan Apartments,2016,In Compliance,200 RHODE ISLAND AVE NE,MT INVESTMENTS LLC,5,WASHINGTON,DC,20002,1936,Multifamily Housing,Multifamily Housing,74064,130989.0,98,33.7,34.5,83.6,85.8,420.5,3.2,3454.8,885279.6,13942.49045,38.9191846,-77.00327556,
1103,PM2802906,1805_0800,The Westchester,2016,In Compliance,4000 CATHEDRAL AV NW,WESTCHESTER CORPORATION,3,WASHINGTON,DC,20016,1931,Multifamily Housing,Multifamily Housing,984779,989860.0,84,51.4,53.2,84.0,84.9,3577.6,3.6,13638.5,4161986.6,366953.6472,38.92843605,-77.07790915,
1104,PM3503353,1869_0036,La Reine Apartments,2016,In Compliance,5425 CONNECTICUT AVE NW,INVESTORS CONNECTICUT AVENUE LLC,3,WASHINGTON,DC,20015,1929,Multifamily Housing,Multifamily Housing,100044,100044.0,94,54.8,56.4,84.4,85.1,370.3,3.7,2559.8,375968.2,42020.70681,38.96228105,-77.07370034,
1105,PM4008015,2681_0799,Urban Village,2016,In Compliance,1500 MERIDIAN PL NW,"""UV",1,WASHINGTON,DC,20010,1977,Multifamily Housing,Multifamily Housing,69263,69619.0,93,27.1,27.1,85.1,85.1,216.4,3.1,3421.4,553138.9,,38.9340275,-77.03523299,
1106,PM4369226,0197_0084,American Association of University Women,2016,Data Under Review by DOEE,1111 16TH ST NW,AMERICAN ASSOCIATION UNIV WOMEN,2,WASHINGTON,DC,20036,1974,Office,Office,61863,61863.0,98,27.1,27.1,85.1,85.1,192.3,3.1,318.5,491332.2,,38.90407107,-77.03617822,
1107,PM4556577,3531_0116,St. Martin's Apartments LP,2016,In Compliance,116 T ST NE,ST MARTIN'S APARTMENTS LP,5,WASHINGTON,DC,20002,2010,Multifamily Housing,Multifamily Housing,240940,280000.0,83,36.2,36.2,85.3,84.5,928.9,3.3,13110.5,1856348.8,38133.09483,38.91576136,-77.00531727,
1108,PM4527762,3058_0834,Howard University College Hall North,2016,In Compliance,0654 GIRARD ST NW,HOWARD UNIVERSITY  (LAND ONLY),1,WASHINGTON,DC,20001,1950,Residence Hall-Dormitory,Residence Hall-Dormitory,65892,138829.0,89,27.6,27.6,86.6,86.6,438.9,3.2,7032.4,1121657.9,,38.92569701,-77.02220838,
1109,PM3502126,2226_0800,The Broadmoor Cooperative Apartments,2016,In Compliance,3601 CONNECTICUT AVE NW,BROADMOOR COOPERATIVE,3,WASHINGTON,DC,20008,1930,Multifamily Housing,Multifamily Housing,308077,288969.0,95,54.3,56.4,87.6,89.1,1093.7,3.8,5156.9,1235889.0,114867.8808,38.93794269,-77.05834316,
1110,PM3998607,2554_0014,1870 Wyoming Ave NW,2016,In Compliance,1870 WYOMING AVE NW,1870 WYOMING AVENUE NW INC,1,WASHINGTON,DC,20009,1917,Multifamily Housing,Multifamily Housing,63712,63712.0,71,51.4,53.2,87.6,88.4,236.9,3.7,940.3,300719.3,22456.00203,38.91849145,-77.04427685,
1111,PM3511715,1972_0024,PONCE DE LEON COOPERATIVE INC,2016,In Compliance,4514 CONNECTICUT AVE NW,PONCE DE LEON COOPERATIVE INC,3,WASHINGTON,DC,20008,1928,Multifamily Housing,Multifamily Housing,101479,78518.0,93,54.7,56.4,87.8,89.0,298.5,3.8,1827.9,334720.5,31533.380489999996,38.94852286,-77.06656295,
1112,PM4369364,0199_0835,Camden Grand Parc,2016,In Compliance,1555 I ST NW,SUMMIT GRAND PARC LLC,2,WASHINGTON,DC,20005,1932,Multifamily Housing,Multifamily Housing,86131,133225.0,84,32.5,33.3,87.8,88.6,440.5,3.3,2464.5,1002173.8,9105.783014,38.90172943,-77.03500031,
1113,PM3644356,2132_0030,The Delano,2016,In Compliance,2745 29TH ST NW,DELANO LLC,3,WASHINGTON,DC,20008,1942,Multifamily Housing,Multifamily Housing,151582,98663.0,74,71.9,74.9,88.0,90.8,413.2,4.2,3323.0,173280.4,65025.337479999995,38.92495375,-77.05713642,
1114,PM4044593,1356_0857,The Palisade Apartments,2016,In Compliance,4540 MACARTHUR BLVD NW,PALISADES LLC,3,WASHINGTON,DC,20007,1954,Multifamily Housing,Multifamily Housing,56032,51800.0,88,58.8,60.2,88.1,87.7,202.0,3.9,1862.0,191622.6,23910.20067,38.90882459,-77.08671463,
1115,PM4018326,0177_0129,The Windermere,2016,In Compliance,1825 NEW HAMPSHIRE AVE NW,WINDERMERE HARROWGATE LLC,2,WASHINGTON,DC,20009,1927,Multifamily Housing,Multifamily Housing,74360,74360.0,97,47.0,47.6,88.3,87.8,271.0,3.6,2711.2,406409.2,21077.92676,38.91499037,-77.03784485,
