,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
491,PM4020730,PAR01690114,Building,2017,Data Under Review by DOEE,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,WASHINGTON,DC,20019,1987,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,419689,53503.0,21,48.0,48.0,150.8,150.8,285.1,5.3,20.2,753286.9,,38.89698594,-76.95213935,
1037,PM4020730,PAR01690114,Building,2016,In Compliance,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,WASHINGTON,DC,20019,1987,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,419689,53503.0,100,0.8,0.8,2.7,2.7,5.2,0.1,17.5,13271.0,,38.89698594,-76.95213935,
1040,PM3999186,3379_0820,6031 Kansas Ave NW - Kansas Ave DG,2016,Data Under Review by DOEE,6031 KANSAS AVE NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,WASHINGTON,DC,20011,1900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71562,71562.0,97,11.4,12.0,16.8,17.4,53.5,0.7,169.4,48151.9,6531.51586,38.963088,-77.00921154,
1042,PM5007395,4108_0078,4108-0078,2016,Data Under Review by DOEE,2115 BRYANT ST NE,INNOVATIVE RECYCLERS DC INC,5,WASHINGTON,DC,20018,1997,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50418,50418.0,95,7.3,7.4,22.9,23.2,42.2,0.8,357.3,107754.5,,38.9209557,-76.97451402,
1044,PM3663625,0205_0058,"0776-Washington - U Street, NW",2016,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,WASHINGTON,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,44,11.4,11.4,35.9,35.9,133.6,1.3,193.0,341392.0,,38.91662939,-77.0329301,
1066,PM3468516,4359_0834,4359-0834,2016,In Compliance,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,WASHINGTON,DC,20018,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,267683,242810.0,77,26.8,27.1,66.4,66.1,619.7,2.6,264.8,1304099.8,20593.70105,38.92002084,-76.96901156,
1070,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2016,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,WASHINGTON,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,16,32.7,34.8,67.0,69.1,242.8,2.7,87.0,411657.9,15387.99985,38.8755571,-77.00857516,
1073,PM4553078,5865_0286,GWC/GLC 12234/2600 BARRY RD SE/WASHINGTON/DC,2016,In Compliance,2600 BARRY RD SE,VERIZON WASHINGTON DC INC,8,WASHINGTON,DC,20020,1975,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,54578,56854.0,90,34.2,35.1,68.9,69.0,158.5,2.8,215.0,262873.0,10469.00052,38.86194579,-77.00031372,
1076,PM4632545,3368_0822,MFS CHILLUM LLC,2016,In Compliance,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,WASHINGTON,DC,20012,1966,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,157036,160000.0,67,31.8,32.7,72.5,73.4,454.5,2.8,1326.9,877884.9,20903.10926,38.96889541,-77.01215391,
1308,PM3514565,3582_0802,DCAA,2016,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,WASHINGTON,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,66,67.3,71.0,135.4,139.3,1151.2,5.5,581.2,1906111.8,76323.00138999999,38.90995797,-77.00394363,
1465,PM2008136,3840_0023,T27 - Stone Straw Building,2016,In Compliance,900 FRANKLIN ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,WASHINGTON,DC,20017,1955,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,68656,69000.0,3,83.1,86.7,166.7,170.5,466.3,6.8,858.2,768883.5,31037.65819,38.9258326,-76.99325008,
1847,PM3999186,3379_0820,6031 Kansas Ave NW - Kansas Ave DG,2015,In Compliance,6031 KANSAS AVE NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,Washington,DC,20011,1900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71562,71562.0,96,14.6,15.2,18.9,19.5,65.3,0.9,191.2,35855.9,9215.53197,38.963088,-77.00921154,
1853,PM3663542,3377E_0807,0662-Washington DC - Blair RD. N.w.,2015,In Compliance,6011 BLAIR RD NW,BLAIR STORAGE LLC,4,Washington,DC,20011,1990,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51000,99564.0,73,13.9,14.1,35.4,35.6,153.4,1.5,37.0,289807.0,3952.9999700000003,38.96321585,-77.01095087,
1855,PM3663625,0205_0058,"0776-Washington - U Street, NW",2015,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,Washington,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,41,11.9,11.9,37.5,37.5,163.1,1.6,221.0,357172.0,,38.91662939,-77.0329301,
1862,PM4632545,3368_0822,MFS CHILLUM LLC,2015,In Compliance,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,Washington,DC,20012,1955,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,54228,160000.0,85,24.2,24.6,51.7,52.1,368.2,2.3,1332.9,589454.9,18631.40274,38.96889541,-77.01215391,
1880,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2015,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,Washington,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,15,33.0,33.8,68.2,69.0,274.3,3.0,110.0,422628.9,15305.99769,38.8755571,-77.00857516,
1891,PM3468516,4359_0834,4359-0834,2015,In Compliance,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,Washington,DC,20018,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,267683,242810.0,71,32.4,32.9,75.1,75.6,803.5,3.3,197.5,1398721.8,30999.89771,38.92002084,-76.96901156,
2005,PM4381232,3587_0805,Jemal's TKO,2015,In Compliance,0350 MORSE ST NE,JEMALS TKO L L C,5,Washington,DC,20002,1955,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50725,50000.0,21,36.0,36.0,112.9,112.9,240.8,4.8,536.4,527119.9,,38.90871083,-77.00044605,
2100,PM5014572,4373_0012,"Western Washington (DC) Corporate Center, LLC",2015,In Compliance,2850 NEW YORK AV NE,ITT WASHINGTON DC CORPORATION CENTER LLC,5,Washington,DC,20002,1900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,107026,122708.0,53,55.4,54.6,133.3,129.4,632.7,5.2,92.8,1293304.2,23852.74079,38.91765461,-76.96470450000001,
2244,PM2008136,3840_0023,T27 - Stone Straw Building,2015,In Compliance,900 FRANKLIN ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,WASHINGTON,DC,20017,1955,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,68656,69000.0,7,86.2,88.0,168.4,170.3,523.8,7.6,252.2,754172.1,33650.16098,38.9258326,-76.99325008,
2385,PM3514565,3582_0802,DCAA,2015,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,Washington,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,38,91.6,93.8,195.1,197.4,1824.2,8.7,558.4,2913510.8,92908.71409,38.90995797,-77.00394363,
2523,PM4020730,PAR01690114,Building,2015,In Compliance,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,Washington,DC,20019,1960,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,578453,53503.0,4,76.5,76.5,240.2,240.2,548.0,10.2,17.5,1199744.0,,38.89698594,-76.95213935,
2660,PM3999186,3379_0820,"Kansas Avenue Development Group, LLC",2014,In Compliance,6031 KANSAS AV NW,KANSAS AVENUE DEVELOPMENT GROUP LLC,4,WASHINGTON,DC,20011,1900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,71562,71562.0,98,12.8,12.5,15.7,15.4,54.8,0.8,84.3,22573.3,8383.214425,38.96313418,-77.00934759,
2665,PM5007395,4108_0078,4108-0078,2014,In Compliance,2115 - 2119 BRYANT ST NE,INNOVATIVE RECYCLERS DC INC,5,WASHINGTON,DC,20018,1997,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50418,50418.0,96,6.7,6.7,21.0,21.0,45.2,0.9,74.1,98955.0,,38.92087115,-76.97496317,
2679,PM3663542,3377E_0807,0662-Washington DC - Blair RD. N.w.,2014,In Compliance,6011 BLAIR RD NW,BLAIR STORAGE LLC,4,WASHINGTON,DC,20011,1990,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51000,99564.0,74,13.2,13.0,34.6,34.5,149.6,1.5,4.0,290242.9,3201.00025,38.96325976,-77.010704,
2682,PM3663625,0205_0058,"0776-Washington - U Street, NW",2014,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,WASHINGTON,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,31,13.7,13.7,43.1,43.1,187.3,1.8,224.0,410083.9,,38.91660059,-77.03292305,
2688,PM4632545,3368_0822,MFS CHILLUM LLC,2014,In Compliance,6501 - 6527 CHILLUM PL NW,MFS CHILLUM LLC,4,WASHINGTON,DC,20012,1966,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,157036,160000.0,86,25.7,25.3,50.9,50.5,366.2,2.3,2113.9,536308.9,22823.401719999998,38.96853075,-77.01268606,
2710,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2014,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,WASHINGTON,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,12,39.2,39.2,73.3,73.3,299.2,3.3,238.0,406683.0,21368.0004,38.87550609,-77.00857013,
2740,PM3358048,3359_0048,"Jemal's Takoma Park, LLC",2014,In Compliance,6856 EASTERN AV NW,DONALD JEMAL,4,WASHINGTON,DC,20012,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,161798,209707.0,83,36.8,36.2,89.9,88.0,825.1,3.9,1098.0,1505705.7,25853.9424,38.97364707,-77.0141837,
2765,PM3468516,4359_0834,4359-0834,2014,In Compliance,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,WASHINGTON,DC,20018,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,267683,242810.0,54,41.6,41.3,99.6,99.0,1061.3,4.4,331.4,1904841.8,36001.300839999996,38.92083886,-76.96832916,
2838,PM4020730,PAR01690114,Building,2014,In Compliance,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,WASHINGTON,DC,20019,1960,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,578453,53503.0,37,39.3,39.3,123.3,123.3,281.2,5.3,2286.7,615679.9,,38.89830001,-76.95561202,
3054,PM3514565,3582_0802,DCAA,2014,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,WASHINGTON,DC,20002,1990,Distribution Center,Non-Refrigerated Warehouse,208650,210000.0,46,90.8,89.7,178.7,176.9,1688.9,8.0,358.3,2455781.7,106784.0024,38.90989355,-77.00386057,
3094,PM2008136,3840_0023,T27 - Stone Straw Building,2014,In Compliance,900 FRANKLIN ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,WASHINGTON,DC,20017,1955,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,68656,69000.0,3,96.8,95.1,186.6,184.8,581.4,8.4,362.1,821964.9,38660.32975,38.9258326,-76.99325008,
3384,PM3982608,3516_0819,B B 50 Florida,2013,In Compliance,0044 PORTER ST NE,B&B 50 FLORIDA AVE LLC,5,WASHINGTON,DC,20002,1923,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,60673,61698.0,100,4.1,4.1,10.1,10.1,26.0,0.4,92.0,49917.05137,,38.91040946,-77.00719523,
3389,PM3663625,0205_0058,"0776-Washington - U Street, NW",2013,In Compliance,1420 U ST NW,STORAGE PORTFOLIO LLC,2,WASHINGTON,DC,20009,1910,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,189805,101989.0,39,12.3,12.3,38.6,38.6,158.7,1.6,279.0,367173.9589,,38.91660059,-77.03292305,
3390,PM3518921,0700_0044,26830-Washington DC/S. Capitol St SE,2013,In Compliance,1230 SOUTH CAPITOL ST SE,PUBLIC STORAGE INSTITUTE FUND,6,WASHINGTON,DC,20003,1991,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,108000,89999.0,47,14.7,14.7,40.9,40.9,151.0,1.7,45.7,321950.9573,2248.0,38.87550609,-77.00857013,
3409,PM3470676,4365_0032,4365-0032,2013,In Compliance,3030 - 3070 V ST NE,SMC UNITED INDUSTRIAL LIMITED PARTNERSHIP,5,WASHINGTON,DC,20018,1957,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106200,106266.0,65,39.9,39.8,76.0,75.9,352.6,3.3,1014.4,507829.95,25106.001,38.91922674,-76.96466398,
3413,PM3468516,4359_0834,4359-0834,2013,In Compliance,2800 V ST NE,2800 V STREET LIMITED PARTNERSHIP,5,WASHINGTON,DC,20018,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,267683,242810.0,65,31.2,31.3,82.6,82.5,828.3,3.4,387.5,1697011.6930000002,17905.476000000002,38.92083886,-76.96832916,
3434,PM3358048,3359_0048,"Jemal's Takoma Park, LLC",2013,In Compliance,6856 EASTERN AV NW,DONALD JEMAL,4,WASHINGTON,DC,20012,1956,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,161798,209707.0,73,51.2,51.2,107.6,107.6,967.2,4.6,1314.8,1581841.66,53461.998,38.97364707,-77.0141837,
3443,PM4020730,PAR01690114,Building,2013,In Compliance,3400 BENNING RD NE,POTOMAC ELECTRIC POWER COMPANY,7,WASHINGTON,DC,20019,1960,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,578453,53503.0,40,37.5,37.5,117.9,117.9,254.4,4.8,31.4,588799.9870000001,,38.89830001,-76.95561202,
3511,PM3514565,3582_0802,DCAA,2013,In Compliance,1501 ECKINGTON PL NE,FEDERAL EXPRESS CORPORATION,5,WASHINGTON,DC,20002,1990,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,208650,210000.0,53,85.2,86.4,161.8,163.3,1484.5,7.1,368.0,2132856.628,106065.00099999999,38.90989355,-77.00386057,
